id	pronunciation	character	tone	rhymeCategory	meanings
9428	뢰	纇	去	隊	실마디;맺힌 실;어그러지다;치우치다;고르지 못하다;깊다;고요하다;흠;상처;잘못;과실;허물
9429	묵	纆	入	職	노;두 가닥이나 세 가닥으로 꼰 노
9430	살	䌨	入	曷	오글오글한 명주;엷은 명주
9431	채	䌨	去	泰	명주 소리;명주가 스치는 소리
9432	속	續	入	沃	잇다;연잇다;이어내다;달아내다;이어지다;뒤를 잇다;계속;속하다;공;공적
9433	우	纋	平	尤	잘록한 비녀;비녀의 가운데가 잘록하다;비녀 가운데 감가 곁들이는 머리;댕기
9434	전	纏	共	先/霰	얽히다;묶다;줄;새끼;끌다;잡아당기다;밟다;지내다
9435	힐	纈	入	屑	홀치기 염색;무늬 있는 비단;맺다;안화(眼花)
9436	로	纑	平	虞	실;무명실;삼실;어저귀;삼을 누이다;틈;빈틈;거칠다;성기다
9437	섬	纖	平	鹽	가늘다;고운 비단;엷은 비단;가는 실;가는 줄;검소하다;웃옷의 꾸미개;무늬;채색;날이 검고 씨가 흰 피륙;끝이 날카로운 모양;여자의 손이 보드라운 모양;찌르다;소수의 이름
9438	양	纕	平	陽	팔을 걷어붙이다;띠;뱃대끈
9439	상	纕	平	陽	연한 노랑
9440	양	纕	上	養	실이 얽히다
9441	영	纓	共	庚/敬	갓끈;끈;새끼;가슴걸이;감기다
9442	재	纔	平	灰	겨우;한 번 물들인 명주;방금;그야말로
9443	삼	纔	去	陷	밤색;흙빛
9444	수	纗	平	支	매다;끈;그물;띠;밧줄
9445	휴	纗	平	齊	매다
9446	유	纗	去	寘	줄이 끊어지다
9447	독	纛	入	沃	둑;쇠꼬리나 꿩의 꽁지로 장식한 큰 기
9448	도	纛	去	號	둑;쇠꼬리나 꿩의 꽁지로 장식한 큰 기
9449	사	纚	上	紙	머리싸개;이어지다;잇달다;가다
9450	리	纚	平	支	매다;갓끈
9451	쇄	纚	上	蟹	떨어지다;떨어지는 모양;머리싸개;족대(작은 반두)
9452	시	纚	平	支	수레 장식;수레 장식의 모양;깃이 드리워진 모양
9453	리	纚	上	紙	이어지다
9454	찬	纘	上	旱	잇다
9455	람	纜	去	勘	닻줄
9456	련	纞	去	霰	이어지다;끊이지 않다
9457	부	缶	上	有	장군(액체를 담는 그릇);용량의 단위
9458	항	缸	平	江	항아리
9459	결	缺	入	屑	이지러지다;그릇이 깨뜨려지다;이지러지다;모자라다;틈;빈틈;흠;결점;관직의 빈자리
9460	규	缺	上	紙	머리띠의 한 가지
9461	유	䍃	平	尤	항아리;질그릇을 굽는 가마
9462	요	䍃	平	蕭	항아리;질그릇을 굽는 가마
9463	점	䍄	上	琰/豔	질그릇 흠;질그릇 이지러진 흠
9464	항	缿	上	講	벙어리저금통;투서함
9465	병	缾	平	靑	두레박;물장군;술을 담는 그릇
9466	부	䍍	平	虞	아직 굽지 않은 그릇;날기와
9467	구	䍍	去	宥	아직 굽지 않은 그릇;날기와
9468	곡	䍍	入	屋	아직 굽지 않은 그릇;날기와
9469	앵	罃	平	庚	물독;술단지;양병
9470	경	罄	去	徑/迥	비다;공허하다;다하다;다되다;죄다;다;보이다;경쇠
9471	하	罅	去	禡	틈;빈틈;갈라 터지다;옹기가 갈라져 터지다
9472	준	罇	平	元	술두루미
9473	옹	罋	共	送/冬	독;두레박
9474	앵	罌	共	庚/敬	양병;병의 총칭
9475	뢰	罍	平	灰	술독;대야;세숫대야
9476	루	罍	平	支	술독;대야;세숫대야
9477	관	罐	去	翰	두레박;가마;가마솥
9478	망	网	上	養	그물
9479	망	罔	上	養	그물;그물질하다;잡다;맺다;얽다;없다;아니다;어둡다;어리석다;덮어씌워서 속이다;덮다;가리다;근심하다;망령되다;재앙
9480	망	罔	平	陽	성(姓)
9481	한	罕	上	旱	그물;새그물;기(旗);드물다;성(姓)
9482	한	罕	去	翰	땅 이름
9483	부	罘	平	尤	그물;거듭하다
9484	부	罘	平	虞	덮치기;수레에 베푼 새그물
9485	횡	䍔	平	庚	그물의 벼리;새끼;밧줄;그물에 가득 차다
9486	강	罡	平	陽	별 이름;북두칠성의 딴 이름
9487	고	罟	上	麌	그물;물고기 그물;규칙;법칙;그물질하다
9488	고	罛	平	虞	물고기 그물;나타나는 모양
9489	몽	罞	平	東	고라니 그물
9490	모	罞	平	肴	고라니 그물
9491	민	罠	平	眞	낚싯줄;토기 그물;고라니 그물
9492	저	罝	平	魚	짐승 그물;토끼 그물;그물
9493	차	罝	平	麻	짐승 그물;토끼 그물;그물
9494	주	罜	去	遇	작은 물고기 그물
9495	독	罜	入	屋	작은 물고기 그물
9496	괘	罣	去	卦/霽	걸다;걸리다;거리끼다
9497	미	䍘	平	支	그물;두루 돌아다니다;깊다;범하다
9498	견	罥	上	銑	얽다;옭다;맺다
9499	견	罥	去	霰	그물;올가미를 만들다
9500	랑	䍚	去	漾	펀한 모양;광대한 모양
9501	매	䍙	平	灰	꿩그물
9502	무	䍙	上	有	꿩그물
9503	부	罦	平	虞	그물;덮치기
9504	제	罤	平	齊	토끼 그물
9505	곤	罤	平	元	형[昆]
9506	괘	罫	上	蟹	줄(가로 세로 엇갈리게 친 줄)
9507	홰	罫	去	卦	거리끼다
9508	삼	罧	共	鹽/沁	고깃깃(섶나무로 물고기를 잡는 장치)
9509	엄	罨	上	琰	그물;그물을 덮어씌우다
9510	압	罨	入	合	그물;그물을 덮어씌우다
9511	역	䍞	入	職	어망;물고기 그물
9512	조	罩	去	效	보쌈;끼다;연기 따위가 끼다;가리;가리로 물고기를 잡다
9513	탁	罩	入	覺	보쌈;끼다;연기 따위가 끼다;가리;가리로 물고기를 잡다
9514	조	䍜	去	效	새를 덮어씌우다
9515	죄	罪	上	賄	허물;죄;죄 주다;형별을 내리다;재앙;책망하다;힐책하다
9516	철	罬	入	屑	새그물
9517	결	罬	入	屑	새그물
9518	치	置	去	寘	두다;용서하다;풀어주다;버리다;버려두다;남기다;세우다;베풀다;편안하다;안치하다;역말;사다;사들이다
9519	벌	罰	入	月	죄;벌;형벌;벌하다;벌주다;죽이다
9520	서	署	去	御	관청;관아;부(部)·국(局) 등으로 나누어 베풀다;나누어진 부서;벼슬;관직;적다[書];서명하다;수결(手決);대리
9521	시	罳	平	支	면장(面牆, 집의 정면에 쌓은 담)
9522	새	罳	平	支	면장(面牆, 집의 정면에 쌓은 담)
9523	류	罶	上	有	통발
9524	매	罵	去	禡	욕하다;꾸짖다
9525	파	罷	上	蟹	방면하다;놓아주다;그치다;쉬다;그만두다;덜다;줄이다;내치다;물리치다;흩어지다;돌아가다;돌아오다;어미에서 명령·추측을 나타내는 조사
9526	피	罷	平	支	고달프다;느른하다앓다;약하다;능력이 모자라다;둔하다;어리석다
9527	벽	罷	入	職	가르다;두 쪽으로 가르다
9528	파	罷	平	麻	그만두다
9529	록	䍡	入	屋	잡어 어망;드리워진 모양
9530	리	罹	平	支	근심;근심하다;걸리다;병·재앙 따위에 걸리다;만나다;당하다
9531	위	罻	去	未	그물;새를 잡는 작은 그물
9532	울	罻	入	物	그물;새를 잡는 작은 그물
9533	조	罺	共	肴/效	산대(물고기를 떠 올려 잡는 작은 그물)
9534	필	罼	入	質	족대(물고기를 잡는 기구);토끼 그물
9535	계	罽	去	霽	물고기 그물;융단;양탄자
9536	동	罿	平	東	새그물;그물
9537	총	罿	平	冬	새그물;그물
9538	무	䍢	共	麌/虞	들창 망;들창에 치는 망;꿩그물
9539	증	罾	平	蒸	어망
9540	견	羂	去	霰	올무;그물;올무를 써서 잡다;잡아매다
9541	라	羅	平	歌	새그물;그물질하다;휩싸다;펴다;잇달다;연잇다;비단;벌이다;늘어서다;성(姓)
9542	라	羅	去	箇	돌다;순찰하다
9543	멱	羃	入	錫	덮다;덮개;씌우개;밥보자기
9544	비	羆	平	支	큰곰
9545	제	䍤	上	薺	거르다;짜다;밭다
9546	력	䍥	入	錫	상보(床褓);밥보자기;연기가 자욱한 모양
9547	기	羇	平	支	나그네;나그네살이;굴레
9548	기	羈	平	支	굴레;재갈;끌다;잡아매다;꼭지머리;나그네살이
9549	리	䍦	平	支	흰 두건;흰 모자
9550	양	羊	平	陽	양(가축의 일종);상서롭다;배회하다
9551	미	芈	上	紙	양이 울다;양이 우는 소리
9552	강	羌	平	陽	종족 이름;굳세다;발어사;성(姓)
9553	강	羌	去	漾	새 새끼가 주린 모양
9554	달	羍	入	曷	어린 양;맛이 좋다;나다[生]
9555	미	美	上	紙	아름답다;맛이 좋다;맛있다;좋다;좋은 일;착한 것;경사스럽다;기리다;즐기다;미국의 약칭
9556	유	羐	上	有	인도하다;이끌다;권하다
9557	고	羖	上	麌	검은 암양;불깐 양;거세한 양
9558	고	羔	平	豪	새끼 양;검은 양
9559	장	羘	平	陽	숫양;양의 수컷
9560	파	羓	平	麻	포;말린 고기
9561	령	羚	平	靑	영양(羚羊)
9562	말	䍪	入	月	오랑캐의 양
9563	저	羝	平	齊	숫양;양의 수컷
9564	저	羜	上	語	새끼 양;태어난 지 다섯 달 된 양
9565	서	羜	上	語	새끼 양;태어난 지 다섯 달 된 양
9566	평	䍬	平	庚	얼룩양;부리다;양을 부리다
9567	융	羢	平	冬	양털
9568	시	羠	上	紙	불깐 양;거세한 양;들양;야생하는 양
9569	이	羠	平	支	불깐 양;거세한 양;들양;야생하는 양
9570	이	羡	平	支	고을 이름
9571	군	群	平	文	무리;떼;떼 지어 모이다;동아리;동료;부류;친족;일가;여러;많은;합치다;모으다;화합하다
9572	선	羨	去	霰	부러워하다;탐내다;드리워하다;나머지;남다;넘치다;지나다;잡아당기다;길다;가까이 부르다;비뚤어지다;바르지 않다;잘못하다
9573	연	羨	平	先	묘도(墓道)
9574	의	義	共	寘/支	옳다;의롭다;바르다;정도를 따르다;평평하다;사물의 처리;법도;직책;본분;임금에게 충성하는 일;의미;뜻;도리;이치;혜택;해 넣다;실물을 대신하여 만들어 맞추다;문체의 이름 
9575	환	羦	平	寒	뿔이 가는 산양;양을 닮은 사나운 짐승
9576	쟁	䍵	平	庚	영양(羚羊);양 새끼
9577	갈	羯	入	月	불깐 흑양;종족 이름
9578	유	羭	共	虞/遇	검은 암양;아름답다
9579	완	羱	平	寒	들양;야생의 양
9580	원	羱	平	元	들양;야생의 양
9581	희	羲	平	支	숨;내쉬는 숨;복희의 약칭;왕희지의 약칭
9582	번	羳	平	元	배가 누런 양
9583	분	羵	共	文/吻	땅속 괴물
9584	갱	羹	平	庚	국
9585	랑	羹	平	陽	땅 이름
9586	검	羷	去	豔	뿔이 세 돌림 굽은 양
9587	렴	羷	上	琰	뿔이 세 돌림 굽은 양
9588	리	羸	平	支	여위다;약하다;앓다;고달프다;피로하다;괴로워하다;휘감기다;얽히다;엎지르다;뒤집어엎다;알몸;벌거숭이
9589	련	羸	平	先	현 이름
9590	전	羶	平	先	누린내;양의 냄새;비린내;나무 냄새
9591	형	羶	平	靑	향기
9592	누	羺	平	尤	오랑캐의 양
9593	찬	羼	去	諫	양이 뒤섞이다;섞다;다투어 앞으로 나서다
9594	력	䍽	入	錫	검은 숫양;흑양의 수컷;산양
9595	우	羽	上	麌	깃;날개;새의 깃;새의 날개;깃털 장식;새;조류;기러기;오음의 하나;돕다;돕는 사람;성(姓)
9596	호	羽	上	麌	느슨하다;느슨해지다
9597	공	羾	平	東	날아오다
9598	예	羿	去	霽	사람 이름;날개로 바람을 일으키며 날아오르다
9599	분	翂	平	文	천천히 나는 모양;낮게 나는 모양
9600	시	翅	共	寘/支	날개;나는 모양;다만 ~만이 아니라
9601	옹	翁	平	東	늙은이;노인의 존칭;아버지;목털;새의 목에 난 털;성(姓)
9602	옹	翁	上	董	창백한 모양
9603	충	翀	平	東	높이 날다
9604	령	翎	平	靑	깃;화살 깃
9605	류	翏	去	宥	높이 날다;나는 모양;바람 소리;멀리서 불어오는 바람 소리
9606	료	翏	去	嘯	높이 날다;나는 모양;바람 소리;멀리서 불어오는 바람 소리
9607	륙	翏	入	屋	높이 날다;나는 모양;바람 소리;멀리서 불어오는 바람 소리
9608	불	翇	入	物	깃춤;깃을 들고 추는 춤
9609	습	習	入	緝	익히다;새 새끼가 나는 법을 익히다;되풀이하여 행하다;연습하다;배우다;닦다;숙달하다;익다;손에 익다;친압하다;무람없다;물들다;옮다;길들이다;습관;포개지다;쌓다;쌓이다;조절;어렴성 없이 가까운 사람
9610	익	翌	入	職	다음 날;돕다
9611	익	翊	入	職	돕다;나는 모양;다음 날
9612	질	翐	入	質	나는 모양;천천히 나는 모양
9613	초	䎄	平	蕭	새의 깃;새의 꼬리 가운데 길게 뻗친 깃;깃의 모양
9614	조	䎄	平	蕭	깃이 나쁜 모양
9615	피	翍	平	支	날개를 펴다;터놓다;열어 놓다;통하게 하다
9616	파	翍	平	歌	나는 모양
9617	피	翍	去	寘	날개;깃
9618	상	翔	平	陽	빙빙 돌아 날다;날다;달리다;뛰어가다;배회하다;놀다;머무르다;앉다;선회하다;돌다;삼가다;자세하다
9619	주	䎇	平	尤	서두르다;바삐 굴다;연약한 깃
9620	휼	䎉	入	質	훨훨 날아가다;날개를 치는 모양;당황해하는 모양
9621	흡	翕	入	緝	합하다;일다;새가 날아오르다;많은 것이 한꺼번에 일어나다;따르다;닫다;거두다;모으다;많다;성하다;당기다
9622	힐	翓	入	屑	날아오르다
9623	삽	翜	入	緝	빨리 날다;협기가 있다
9624	삽	翜	入	洽	운불삽(雲黻翣, 발인시 영구차 앞뒤에 세우고 가는 운삽과 불삽);부리다;시키다
9625	소	翛	平	蕭	날개가 찢어지는 모양;날개 치는 소리
9626	유	翛	平	尤	빠른 모양
9627	숙	翛	入	屋	빨리 나는 모양
9628	비	翡	去	未	물총새;물총새의 수컷;비취;비취옥
9629	삽	翣	入	洽	운삽(雲翣);덮개;부채;종고(鐘鼓) 걸이틀 위의 꾸미개
9630	잔	䎒	上	潸	채다;맹금이 날쌔게 채는 모양;빨리 나는 모양;사나운 모양;날랜 모양
9631	전	䎒	平	寒	채다;맹금이 날쌔게 채는 모양;빨리 나는 모양;사나운 모양;날랜 모양
9632	적	翟	入	錫	꿩;꽁지가 긴 꿩;꿩의 깃;꿩의 깃으로 꾸민 수레;깃옷;꿩의 깃으로 꾸민 옷;오랑캐;성(姓)
9633	책	翟	入	陌	땅 이름;성(姓)
9634	탁	翟	入	覺	산새;멧새
9635	취	翠	去	寘	물총새;물총새의 암컷;비취색;꽁지 살
9636	시	翨	去	寘	칼깃;사나운 새;거칠다;사납다
9637	기	翨	去	寘	칼깃;사나운 새;거칠다;사납다
9638	완	翫	去	翰	가지고 놀다;반복하여 한껏 즐기다;기뻐하다;즐거워하다;가지고 노는 것;장난감;얕잡아 보다;호락호락하게 보다;탐하다
9639	저	翥	去	御	날아오르다
9640	전	翦	上	銑	자르다;끊다;베다;깎다;다하다;멸망시키다;제거하다;없애다;가위;깃을 붙인 화살
9641	전	翦	去	霰	화살
9642	편	翩	平	先	빨리 날다;나부끼다
9643	후	翭	平	尤	깃촉;부등깃
9644	후	翭	去	宥	화살촉의 한 가지
9645	휘	翬	平	微	훨훨 날다;훨훨 날 때의 날개치는 소리;꿩
9646	부	䎔	平	虞	새의 솜털;깃
9647	학	翯	入	覺	새가 함치르르한 모양;깃이 깨긋하고 흰 모양;물이 맑고 빛나는 모양;희다;학
9648	호	翯	上	皓	흰 깃
9649	한	翰	共	翰/寒	날개;금계(錦雞);빠르게 날다;높이 날다;높다;길다;줄기;깨끗하다;희다;백마;붓;문서;편지
9650	핵	翮	入	陌	깃촉(깃의 아래쪽에 있는 강경한 축)
9651	력	翮	入	錫	세발솥
9652	예	翳	共	霰/齊	일산;깃으로 꾸민 일산;몸 가리개;방패;덮다;가리다;새의 깃으로 만든 춤출 때 드는 물건;받다;손에 가지다;막다;거절하다;물리치다;숨다;그늘;눈이 침침해지다;삼눈;쓰러지다;죽다;새 이름
9653	익	翼	入	職	날개;새의 날개;돕다;도움;이루다;천거하다;받들다;받다;삼가다;법;아름답다;성하다;가슴지느러미;솥귀;처마;좌우의 부대;다음 날;빼앗다;몰다;바른 모양;빠른 모양;춘추시대 진(晉)나라의 서울
9654	표	翲	共	蕭/嘯	나는 모양;날다;높이 날다;아주 조금
9655	고	翺	平	豪	날다;비상하다;날아다니다;노닐다;날개를 치며 날다
9656	교	翹	平	蕭	꼬리의 긴 깃털;꼬리;날개;들다;들리다;발돋움하다;재능이 뛰어나다;머리 꾸미개;부인의 머리 깃털 장식
9657	번	翻	平	元	날다;번드치다;뒤집다;번역하다;엮다
9658	숙	䎘	入	屋	날다
9659	증	䎖	平	蒸	들다;높이 들어 올리다;날다
9660	현	翾	平	先	조금 날다;빠르다
9661	홰	翽	去	卦	날개 치는 소리
9662	쾌	翽	去	隊	날개 치는 소리
9663	도	翿	共	號/豪	우보당(羽葆幢, 출출 때 쓰는 물건);둑
9664	빈	䎙	平	眞	나는 모양
9665	요	耀	去	嘯	빛나다;빛내다;빛
9666	로	老	上	皓	늙은이;늙다;지치다;쉬다;쇠하다;약해지다;썪다;치사하다;늙어서 벼슬을 그만두다;품위가 있다;노숙하다;익숙하다;노련하다;신의 우두머리;부모;선인(先人);노자(老子)의 약칭;사람의 성씨 앞이나 뒤에 붙이는 말
9667	고	考	上	皓	상고하다;곰곰 생각하다;밝히다;살펴보다;조사하다;궁구하다;책하다;꾸짖다;치다;두드리다;이루다;오르다;맞다;맞추다;마치다;오래 살다;장수하다;흠;시험;죽은 뒤에 부(父)를 이르는 말
9668	기	耆	平	支	늙은이(60~70세 이상);어른;스승;지휘하다;일을 시키다;강하다;세다;성(姓)
9669	지	耆	上	紙	이르다;다다르다
9670	기	耆	去	寘	즐기다
9671	모	耄	去	號	늙은이(70~90세);노쇠하다;혼몽하다
9672	구	耇	上	有	늙은이의 검은 얼굴;검버섯이 난 얼굴;늙다;장수하다
9673	자	者	上	馬	놈;사람;것[事,物];곳;~라고 하는 것은;~은(차별);~면(순접);어세를 세게 하는 조사;때를 가리키는 말에 붙이는 조사;동사·형용사 등을 명사로 바꾸는 조사
9674	질	耊	入	屑	늙은이(60세, 70세, 90세)
9675	이	而	平	支	말을 잇다;그리하여(순접);그러나(역접);그런데;구말에 붙여 어세를 돕는 조사;너;~와 같다;그러하다;곧;이에;~이면;써;잘;및;~과(와);인연하여;만일;가령;뿐;구레나룻;턱수염
9676	능	而	平	蒸	편안하다;평온하다
9677	내	耐	去	隊	견디다;참다;구레나룻을 깎는 형벌;임무를 감당하다
9678	능	耐	平	蒸	능하다;능히 하다;곰의 한 가지
9679	단	耑	平	寒	시초;실마리;처음 생겨난 물건의 꼭대기
9680	천	耑	平	先	구멍;구멍을 뚫다;오로지;한결같이
9681	사	耍	上	馬	희롱하다;재빠르다;유별나게 빠르다;만지다;짓궂게 굴다;느름하다
