id	pronunciation	character	tone	rhymeCategory	meanings
14142	완	關	平	刪	시위를 당기다
14143	규	闚	共	支/寘	엿보다;훔쳐보다;잠깐 보다;언듯 보다;조사하다;검사하다;꾀다;유인하다
14144	당	闛	平	陽	성한 모양;문 안에 가득 차는 모양;북소리
14145	창	闛	平	陽	하늘의 문;천문(天門)
14146	궤	闠	去	隊	성시(城市)의 바깥문;길
14147	위	䦱	上	紙	문을 열다;성(姓)
14148	괘	䦱	平	佳	문이 반쯤 열려 있다
14149	천	闡	上	銑	열다;넓히다;땅을 넓히다;분명하게 하다;크게 하다;느슨하게 하다;관여하다;땅 이름
14150	함	闞	上	豏	범의 소리;성내는 모양
14151	감	闞	去	勘	바라다;보다;노(魯)나라의 고을 이름;성(姓)
14152	함	闞	去	陷	개의 소리;짐승의 성내는 소리
14153	흡	闟	入	緝	창;수레 경호용의 가지 달린 창;자리잡다;안정하다;닫다
14154	탑	闟	入	合	골짜기 이름;땅 이름
14155	달	闥	入	曷	문;문의 총칭;궁중의 소로에 세운 문;작은 문;문의 안;문과 담 사이;문병(門屛);관청;침실;빠른 모양
14156	건	闥	上	阮	돌출한 네모진 나무
14157	벽	闢	入	陌	열다;열리다;물리치다;제거하다;피하다;멀리하다;깨우치다;개간하다;나누어지다;갈라지다;넓어지다;넓히다
14158	벽	闢	入	陌	흐름;흐르는 물
14159	염	閻	平	鹽	사당의 문;묘문
14160	엄	閻	上	琰	대문의 지붕
14161	첨	閻	去	豔	보다;보는 모양
14162	검	閻	去	豔	문을 약간 열다
14163	환	闤	平	刪	거리;시가;시가를 둘러싼 담;성시(城市)의 문
14164	부	阜	上	有	언덕;대륙;크다;커지다;크게 하다;번성하다;성하게 하다;두텁다;두텁게 하다;높다;많다;살찌다;젊다;자라다;성장하다;태평하다;편안하다;메뚜기
14165	륵	阞	入	職	지맥(地脈);우수리;셈한 나머지
14166	천	阡	平	先	두렁;두렁길;길;도로;무덤길;묘도;무성하다;일천
14167	치	阤	上	紙	비탈;고개;벼랑;낭떠러지;무너지다;깨지다;부서지다;경사지다
14168	타	阤	上	哿	허물어지다
14169	치	阤	上	紙	기운 모양
14170	갱	阬	平	庚	문이 높은 모양;구덩이;구덩이에 묻어서 죽이다;산골짜기;도랑;개천;못;연못;높은 언덕
14171	갱	阬	平	陽	큰 언덕;땅 이름
14172	항	阬	去	漾	문;출입문;구덩이;갱(坑);저지하다;대항하다
14173	두	阧	上	有	치솟다;우뚝 솟다;험하다;가파르다
14174	방	防	平	陽	둑;제방;막다;물을 막다;말리다;금하다;대비하다;방호하다;덮다;가리다;수비;방비;요새;법도;법률;가리개;울타리;칸막이;경계;맞서다;견주다;땅 이름;산 이름;성(姓)
14175	방	防	去	漾	방비하다;방지하다
14176	배	阫	平	灰	담;울타리
14177	비	阰	共	支/寘	산 이름
14178	애	阨	去	卦	좁다;좁고 험하다;좁고 험한 길
14179	액	阨	入	陌	막히다;통로가 막히다;험하다;험한 길;시달리다;곤란;어려움
14180	완	阮	共	阮/元	관문 이름;나라 이름
14181	윤	阭	去	翰	높다;돌
14182	전	阭	上	銑	높다;돌
14183	언	阭	上	銑	높다
14184	정	阱	上	梗	함정;허방다리
14185	지	阯	上	紙	터;토대;산 기슭;작은 섬;발[足]
14186	판	阪	上	阮	비탈;고개;둑;제방;산골짜기;높은 언덕;험하다;기울다;비스듬하다;돌이키다
14187	거	阹	平	魚	우리;산골짜기에 지형을 이용하여 설치한 마소의 우리;그물을 치다
14188	부	附	去	遇	붙다;달라붙다;접착하다;기대다;의지하다;힘입다;따르다;가깝다;매이다;관련되다;모이다;붙이다;보내다;합사(合祀)하다;장부(臟腑);내장;지저깨비(나무를 깎을 때 생기는 부스러기);썩다;성(姓);작은 토산(土山)
14189	부	附	平	虞	부화하다;알을 깨다
14190	아	阿	平	歌	언덕;큰 언덕;구석;모퉁이;산비탈;산기슭;물가;냇가;한쪽으로 치우치다;기울다;비스듬하다;경사지다;굽다;구부러지다;아첨하다;집;저택;마룻대;차양;의지하다;의존하다;가깝다;얇은 비단;아보(阿保);가지가 벋어 아름다운 모양;길게 대답하는 소리;이;저;부드러운 모양
14191	옥	阿	入	屋	호칭
14192	액	阸	入	陌	막히다;메다;한정하다;제한하다;방해하다;다가오다;위태롭다;위험하다;고생;고민
14193	애	阸	去	卦	험하다;막히다;가로막다;좁다
14194	염	阽	平	鹽	벽이 무너지려 하다;위태롭다;위태롭게 하다;숨이 넘어가려 하다;위독하다;임하다;다다르다;처마
14195	점	阽	去	豔	떨어지려 하다;내려가다;빠지다
14196	저	阺	上	薺	비탈;언덕
14197	지	阺	平	支	비탈;조리;이치;내려가다
14198	조	阻	上	語	험하다;사이가 멀다;떨어지다;걱정하다;괴로워하다;시달리다;괴로움;어려움;의심하다;말리다;의거하다;의지하다;믿다;기대다;가지다;쥐다;험한 땅;막다;기운을 꺾다;경계;장애;비스듬하다;시작;비로소
14199	조	阻	去	御	비스듬히 걷다;말굽;저주하다
14200	조	阼	共	遇/虞	동편 층계;보위(寶位);제육(祭肉)
14201	타	陀	平	歌	비탈지다;험하다;평탄하지 않은 모양;무너지다;떨어지다;벼랑;낭떠러지
14202	타	陀	上	哿	허물어지다
14203	타	陁	平	歌	비탈지다;험하다;평탄하지 않은 모양;무너지다;떨어지다;벼랑;낭떠러지
14204	치	陁	上	紙	무너지다;벼랑
14205	이	陁	上	紙	기운 모양
14206	피	陂	平	支	비탈;고개;보;못;막다;물을 막다;물가;냇가;가;부근;간사하다;바르지 않다;기울다;한쪽으로 쏠리다;따르다;달라붙다;곳;장소;한쪽이 무너지는 모양;교활하다
14207	파	陂	平	歌	비탈;산의 옆구리;평탄하지 않다
14208	피	陂	去	寘	기울다;비낌
14209	라	陏	上	哿	오이;박과 식물 열매의 총칭;싸다
14210	수	陏	平	支	나라 이름
14211	루	陋	去	宥	좁다;장소가 좁다;견문이 좁다;낮다;신분이 낮다;키가 작다;부피가 작다;천하다;미천하다;품격이 낮다;보기 흉하다;조악하다;나쁘다;숨다;가벼이 보다;함부로;인색하다;구두쇠
14212	맥	陌	入	陌	두렁;두렁길;길;거리;경계;머리띠;일백;수의 이름
14213	이	陑	平	支	땅 이름
14214	이	䧅	平	支	땅 이름;험하다
14215	타	陊	上	哿	떨어지다;무너지다;비탈을 내려가는 모양
14216	치	陊	上	紙	무너지다;벼랑
14217	한	限	上	潸	한계;지경;경계;구획;정도;규정;끝;궁극;문지방;문턱;원수;걱정;환난;한정하다;경계로 하다;헤아리다;재다;급소;사북;갈다;가지런하다
14218	은	限	上	阮	심하다;멈추다;그치다
14219	항	降	平	江	항복하다;항복받다;적을 굴복시키다;크게;떨어지다;새가 죽다;기뻐하다;마음이 가라앉다;내[川]의 이름;성(姓)
14220	강	降	去	絳	내리다;높은 곳에서 낮은 곳으로 옮다;임하다;행차하다;물러나다;겸손하다;숨다;돌아가다;향하다;드리워지다;뒤;다음;높은 곳에서 낮은 곳으로 옮기다;물리치다;황녀를 신하에게 시집보내다;비가 내리다;물이 넘치다;별 이름
14221	해	陔	平	灰	층층대 뜰;겹침;포개짐;언덕;풍악 이름;해(京의 10배)
14222	해	陒	上	紙	허물어진 담;산 이름
14223	희	陒	平	支	무너지다;험하다
14224	두	陡	上	有	험하다;높이 솟다;갑자기;땅 이름
14225	섬	陝	上	琰	고을 이름;현 이름;섬서성(陝西省)의 약칭;일정하지 않은 모양
14226	승	陞	平	蒸	오르다;나아가다;전진하다;관위(官位)가 오르다
14227	원	院	去	霰	담;울타리;단단하다;견고하다;집;담장을 두른 궁실;내전(內殿);동산;뜰;정원;관청;공장;학교;유학자의 거소;불사(不寺);절;도관(道觀);도원(道院);기루(妓樓);연극에서의 심부름꾼
14228	제	除	平	魚	섬돌;계단;길;도로;뜰;정결한 제단;덜다;제거하다;몰아내다;탈상하다;닦다;다스리다;고치다;열다;개통하다;털이 빠지다;깨끗하다;결백하다;벼슬을 주다;나누다;나눗셈;쌓다;섣달 그믐날 밤;성(姓)
14229	여	除	平	魚	음력 4월
14230	제	除	去	御	가다;떠나다;펴다;열리다
14231	준	陖	去	震	가파르다;높이 솟다;험하다;서두르다;급박하다;역참 이름
14232	진	陣	去	震	줄;열(列);군대의 행렬;방비;진영;둔영;전쟁;병법;군사;진을 치다;문진(文陣);필진(筆陣, 문장으로 의견을 겨루는 일);새[鳥] 떼
14233	척	陟	入	職	오르다;올리다;추천하다;나아가다;높다;겹치다;포개진 산;수말;모마(牡馬)
14234	득	陟	入	職	얻다;받다
14235	초	陗	去	嘯	가파르다;우뚝 솟다;험하다;높다;서두르다;촉박하다;숨다;성급하다;조급하다;산비탈
14236	폐	陛	上	薺	섬돌;계단;궁전에 오르는 계단;순서;차례;섬돌 곁에 시립(侍立)하다
14237	협	陕	入	洽	좁다;산골짜기;땅 이름
14238	형	陘	平	靑	지레목(산 줄기가 끊어진 곳);비탈;부두막에 놓은 물건 없는 대(臺);비탈;고개;땅 이름;산 이름;성(姓)
14239	경	陘	去	徑	지레목
14240	기	陭	去	寘	고개 이름
14241	의	陭	平	微	고개 이름
14242	도	陶	平	豪	질그릇;도기;질그릇을 만들다;도자기를 굽다;옹기장이;변화시키다;교화하다;바로잡다;기르다;없애다;제거하다;부엌;아궁이;기뻐하다;자라다;걱정하다;마음 속으로 기뻐하면서 아직 밖으로 내색하지 않다;왕성하다;치열하다;이중의 언덕;우의(羽衣);성(姓)
14243	요	陶	平	蕭	화락하게 즐기다;사람 이름
14244	도	陶	去	號	달리는 모양
14245	륙	陸	入	屋	뭍;육지;언덕;큰 언덕;높고 평평한 산의 꼭대기;길;중앙;한가운데;두텁다;화목하다;뛰다;껑충 뛰다
14246	릉	陵	平	蒸	큰 언덕;언덕;무덤;임금의 무덤;능가하다;높이 오르다;넘다;순서를 뛰어넘다;범하다;침범하다;깔보다;속이다;기만하다;더하다;보태다;지나다;건너다;밀어내다;떠밀다;달리다;느슨해지다;쇠퇴하다;쪼들리다;두려워하다;엄하다;갈다;날을 세우다
14247	배	陪	平	灰	쌓아 올리다;흙을 쌓아 올리다;늘다;불어나다;더하다;보태다;돕다;거들다;도움;보좌;따르다;모시다;수행원;배신(陪臣);가신(家臣);조참(朝參)하다;섞이다;보상하다;배상하다;차다;가득 차다
14248	배	陫	平	灰	산 이름
14249	비	陫	上	尾	좁다;시골
14250	비	陫	去	未	숨다;마음이 아프다;괴롭다
14251	비	陴	平	支	성가퀴;여장;돕다
14252	수	陲	平	支	위태하다;부근;근처;경계
14253	음	陰	平	侵	응달;음(陰);습기;축축함;어둡다;깊숙하다;심오하다;잠기다;흐려지다;그늘지다;볕;햇살;그늘;남녀의 외부 생식기;몰래;살짝;남녀의 교정;덮다;숨다;작다고 하다;낮게 깐 구름;수레의 가리개;거무스럼하다;잔인하다;참혹하다;빙실(氷室);학(鶴);성(姓)
14254	암	陰	平	覃	말을 하지 않다;여막(廬幕)
14255	음	陰	去	沁	가리다;가리개;숨다;묻히다
14256	진	陳	平	眞	늘어놓다;늘어서다;펴다;넓게 깔다;벌여 놓다;진열하다;베풀다;두다;있다;말하다;설명하다;보이다;조사하다;줄;길;묵다;오래되다;많다;나라 이름;주대의 제후국;왕조 이름;성(姓)
14257	진	陳	去	震	방비;진법
14258	추	陬	平	尤	모퉁이;굽이진 곳;모[角];산기슭;정월;마을;촌락;거처;장소;구역;땅 이름
14259	함	陷	去	陷	가라앉다;추락하다;파묻다;물에 빠지다;실수하다;잘못하다;무너지다;괴멸하다;함락하다;항복하다;해치다;빠뜨리다;궁지에 몰아 넣다;해치다;무너뜨리다;헐다;끼우다;함정;허방다리;모자라다;이지러지다;험하다
14260	계	階	平	佳	섬돌;층계;사닥다리;사닥다리를 놓다;품계(品階);등위;길;실마리;오르다;나아가다;인도하다;이끌다;연고;인연;겹치다;층층으로 쌓이다
14261	대	隊	去	隊	대(隊);줄;늘어선 줄;무리;떼;옛 병제(兵制)
14262	추	隊	去	寘	떨어지다;떨어뜨리다;잃다;잃어버리다
14263	수	隊	去	寘	대(隊);길;작은 길;무덤길;묘도
14264	륭	隆	平	東	크다;풍성하다;두텁다;극진하다;융숭하다;높다;높이다;길다;길게 하다;육성하다;성하다;많다;갖추다;비치하다;고귀하다;존경하다;중앙이 높다;중앙이 높은 산;앉다
14265	양	陽	平	陽	볕;양지;양(陽);밝다;나타나다;열다;바깥;앞;상하다;맑아지다;맑다;고귀하다;길하다;상서롭다;크다;높다;살다;기르다;따듯하다;낮;가물다;늘;항상;함께;전체;공공;쌍(雙);속이다;나라 이름;고을 이름;성(姓)
14266	장	陽	平	陽	나[我]
14267	언	隁	去	願	둑;제방
14268	얼	隉	入	屑	위태롭다;불안하다;불길하다;법규;법도
14269	외	隈	共	灰/隊	굽이;물굽이;산모퉁이;낭떠러지;벼랑;소(沼);모퉁이;그늘;활의 휜 곳;가랑이
14270	우	隅	平	虞	모퉁이;귀퉁이;구석;깊숙한 곳;언덕;벼랑;곁;옆;방향;모서리;염우(廉隅);바르고 의젓하다;불쑥 나온 곳;방형(方形);네모;분수;분한(分限);직각삼각형의 빗변
14271	유	隃	平	虞	넘다;넘어가다;고을 이름;현 이름
14272	요	隃	平	蕭	멀다;거리가 멀다;가다
14273	수	隃	平	虞	능 이름;넘다
14274	수	隃	去	遇	땅 이름
14275	인	陻	平	眞	막다;흙으로 막다
14276	잉	陾	平	蒸	담을 쌓는 소리
14277	누	陾	上	有	많다
14278	저	陼	上	語	삼각주;사주(沙洲);물 가운데 작은 섬;물가
14279	도	陼	上	麌	담[垣]
14280	도	陼	平	虞	역참 이름
14281	제	隄	平	齊	둑;제방;방죽;언덕;벼랑;다리;교량;한계;성(姓)
14282	시	隄	平	齊	대개;대강
14283	타	隋	上	哿	제사 지내고 남은 고기;묻다;제사 지내고 남은 고기를 묻다;떨어지다;드리워지다;타원형;게을리 하다;돌아오다;아름답다;예쁘다
14284	수	隋	平	支	나라 이름;왕조 이름;성(姓)
14285	타	隋	平	歌	중앙이 높다
14286	황	隍	平	陽	해자;산골짜기;비다;공허하다
14287	격	隔	入	陌	사이가 뜨다;막다;막히다;저지하다;멀어지다;바뀌다;멀리하다;나누다;구획을 짓다;가리다;숨기다;거리;장해;경계;구분;사이;간격;차이;치다;풀다;풀리다;살창
14288	극	隙	入	陌	틈;벽의 틈;구멍;동안;겨를;여가;놀리고 있는 땅;사이가 틀어짐;흠;결점;갈라지다;이어지다;경계를 접하다;기회;싸움;분쟁
14289	애	隘	去	卦	좁다;땅이 좁다;기량이 좁다;험하다;작다;극(極)하다;성급하다;괴로워하다;험조한 요해의 땅;성채(城砦)
14290	액	隘	入	陌	막다;가로막다
14291	엄	隒	上	琰	낭떠러지;벼랑;물가;냇가;시루 둘을 포갠 것 같은 모양의 산;비탈;모;모서리
14292	렴	隒	上	琰	낭떠러지;벼랑;물가;냇가;시루 둘을 포갠 것 같은 모양의 산;비탈;모;모서리
14293	오	隖	上	麌	작은 성채;작은 성;둑;제방
14294	외	隗	共	賄/灰	험하다;높다;산 이름;나라 이름
14295	운	隕	上	軫	떨어지다;추락하다;잃다;무너지다;쓰러지다;사로잡다;죽다
14296	원	隕	平	先	둘레;원주
14297	해	隑	平	灰	길다;서다;사닥다리
14298	기	隑	平	微	후미;언덕이 굽이진 곳;언덕이 굽이지다
14299	구	䧢	平	虞	불안하다;편안하지 않다;기울어져 오래 서지 못하다;깊이 내려가는 모양
14300	도	隝	上	皓	섬;물 가운데 솟은 섬 같은 산
14301	오	隞	平	豪	땅 이름;은나라의 땅
14302	장	障	去	漾	막다;가로막다;저지하다;틀어막다;방어하다;가리다;덮다;한계;경계;구분;둑;방죽;울타리;칸막이;지킴;방비;성채;작은 성;막;장막;지장;장애;훼방;나쁜 행실;업장
14303	장	障	平	陽	산꼭대기가 평평하다;꼭대기가 평평한 언덕이나 산;막다;안장의 장식;고을 이름;읍 이름
14304	제	際	去	霽	사이;벽과 벽의 이음매;서로 만나는 지점;두 사물의 중간;교제;때;기회;시기;정도;가장자리;변두리;경계;방향;만나다;마주치다;당하다;맞다;사귀다;다다르다;이르다;이어지다;접속되다
14305	등	隥	去	徑	고개;험한 고갯길;계단;층계
14306	린	隣	平	眞	이웃;이웃집;이웃 지역;이웃 나라;연결;반려(伴侶);친근한 사이;이웃하다;이웃이 되다;도움;보필;마을;동네;단단하다;행정구역의 이름;인(燐);인화(燐火)
14307	린	隣	去	震	닳다;해어지다
14308	퇴	隤	平	灰	무너뜨리다;허물어지다;내리다;떨어지다;잃다;남기다;잊다;기울다;경사지다;편안하다;유순하다;넘어지다;종기;부스럼;앓다;땅 이름
14309	타	隤	上	哿	무너지다
14310	수	隨	平	支	따르다;따라가다;수행하다;연하다;뒤를 좇다;의하다;근거하다;맡기다;~을 따라;들어주다;허락하다;거느리다;동반하다;따라서;때마다;하급관리;수행원;괘 이름;발[足];가다;걸어가다;나라 이름;땅 이름
14311	수	隧	去	寘	길;도로;통로;무덤 길;묘도;샛길;옆길;비밀 통로;굴;터널;혈관;교외;행정구역 이름;도랑 이름;북[鼓]통의 흠;거여(車輿)의 깊이;돌다;회전하다;봉화대;심오하다
14312	추	隧	去	寘	떨어지다;떨어뜨리다
14313	오	隩	去	號	굽이;물가에서 뭍으로 굽이든 곳;간직하다;숨기다;깊다;방의 서남쪽 구석
14314	욱	隩	入	屋	굽이;굽어든 안쪽;탁해지다;흐려지다;따뜻하다;토지;땅
14315	험	險	上	琰	험하다;높다;깊다;헤아리기 힘들다;멀다;기울다;위태롭다;비끼다;경사지다;비뚤다;부정(不正)하다;거짓;나쁘다;다스리다;요해(要害)의 땅;깨뜨리다;고민;고통;얇다;엷다;절약하다;넓다;시루 둘을 포갠 듯한 형태의 산;거의;대부분
14316	삼	險	上	豏	괴로워하다
14317	암	險	平	咸	낭떠러지;험하다
14318	습	隰	入	緝	진펄(땅이 질어 질퍽한 벌);개간지;땅 이름
14319	은	隱	上	吻	숨기다;꺼리다;떠나다;잠재하다;한쪽으로 치우치다;그늘지다;흐려지다;깊숙하다;그윽하다;응달;은사(隱士);수수께끼;고요하다;평온하다;안정되다;괴로워하다;근심하다;헤아리다;점치다;크다;높다;물러나다;해치다;보;도지개;담;병;거문고의 장식;시호;성(姓)
14320	은	隱	去	問	기대다;의지하다;쌓다;성을 쌓다;구석;깊숙한 곳
14321	제	隮	共	齊/霽	오르다;올리다;무지개;떨어지다;떨어뜨리다
14322	휴	隳	平	支	무너뜨리다;무너지다;깨뜨리다;깨지다;쓸모없게 되다;쇠퇴하다;위태하다
14323	롱	隴	上	腫	고개 이름;땅 이름;산 이름;두둑;언덕;섬서성(陝西省)의 딴 이름
14324	이	隶	去	寘	미치다;이르다;근본
14325	대	隶	去	隊	미치다;주다
14326	시	隶	去	寘	나머지
14327	제	隶	去	霽	여우 새끼
14328	태	隶	上	賄	미치다;이르다
14329	례	隷	去	霽	붙다;서로 마주 닿다;좇다;따르다;부리다;사역하다;종;하복;죄인;조사하다;검열하다;익히다;배우다;서체 이름;마노(瑪瑙)의 딴 이름
14330	추	隹	平	支	꽁지가 짧은 새;뻐꾸기;산비둘기;비둘기의 하나;높고 크다
14331	최	隹	上	賄	산의 모양
14332	준	隼	上	軫	새매;맷과의 새;맹금(猛禽)의 총칭
14333	척	隻	入	陌	새 한 마리;짝 있는 것의 한쪽;한 사람;단위
14334	혹	隺	入	沃	오르다;높이 이르다
14335	각	隺	入	覺	뜻이 높다
14336	각	隺	入	藥	새가 높이 날다;학
14337	작	雀	入	藥	참새;검붉은 빛깔;적흑색
14338	아	雅	平	麻	큰부리까마귀
14339	아	雅	上	馬	바르다;우아하다;고상하다;좋다;아름답다;아리땁다;요염하다;본디;본디부터;항상;총명하다;바른 음악;시경(詩經);악기 이름;술잔;큰부리까마귀
14340	안	雁	去	諫	기러기;기러기 울음 소리
14341	웅	雄	平	東	수컷;수탉;이기다;승리하다;우수하다;뛰어나다;어른;우두머리;수령;인걸(人傑);달인;용기 있는 사람;씩씩하다;용감하다;번창하다;선명하다
14342	지	䧴	共	支/寘	새 이름;지출하다
14343	집	集	入	緝	모이다;새가 떼지어 나무 위에 모이다;만나다;모으다;이르다;머무르다;화살에 맞다;평온하다;안정하다;즐기다;밀리다;막히다;마찬가지;가지런해지다;같다;바르다;섞이다;이루다;누그러지다;줍다;내리다;성채;모임;떼;군중;저자;시장;해[年];서적 분류의 명칭
14344	호	雇	上	麌	새 이름
14345	고	雇	去	遇	품을 사다;고용하다;갚다;값을 치르다
14346	옹	雍	平	冬	누그러지다;온화해지다;기뻐하다;환성을 지르는 모양;막다;메우다;안다;껴안다;충분히 삶은 음식물;벽옹;반궁;학교;음악 이름;황하의 분류(分流)의 이름
14347	옹	雍	上	腫	화목하다;돕다;둑;제방;보;가리다
14348	옹	雍	去	宋	땅 이름
14349	자	雌	平	支	암컷;암탉;암나무;여자;여성;지다;패배;약하다;쇠약해지다
14350	저	雎	平	魚	물수리;징경이
14351	전	雋	上	銑	새가 살지다;살지다;살진 고기;맛이 좋다;성(姓)
14352	준	雋	去	震	우수하다;뛰어나다
14353	취	雋	去	寘	땅 이름
14354	치	雉	上	紙	꿩;성벽 넓이의 단위;담;장원;소의 고삐;주사위 차위점(次位點)의 눈;풀을 베다;평정하다;다스리다;벌여놓다;물건이 뒤섞인 모양;성(姓)
14355	사	雉	上	紙	짐승 이름
14356	이	雉	上	紙	땅 이름
14357	개	雉	上	蟹	키가 작다
14358	견	雃	平	先	할미새;척령
14359	역	雃	入	陌	해오라기
14360	락	雒	入	藥	수리부엉이;가리온(털이 희고 갈기가 검은 말);강 이름;읍 이름;두르다;걸치다;깎다;밀다;화인(火印);낙인;화인을 찍다
14361	작	䧿	入	藥	까치;산 이름
14362	석	䧿	入	貊	꿩 이름
14363	조	雕	平	蕭	독수리;새기다;파다;아로새기다;시들다;쇠약해지다
14364	수	雖	平	支	비록;그러나;~라 하더라도;~할(일)지라도;벌레 이름;밀다;추천하다;이(발어사);오직;만일;만약;혹시;~와(과) 같다;하물며;즉;곧
14365	유	雖	去	寘	짐승 이름
14366	계	雞	平	齊	닭;폐백의 하나;산 이름;물 이름
14367	관	雚	去	翰	황새
14368	쌍	雙	平	江	한 쌍;새 두 마리;둘;두 짝으로 이루어진 것;유(類);유례;짝이 되다;짝수;우수(偶數);가다;밭의 면적의 명칭;돛;성(姓)
14369	쌍	雙	去	絳	동류(同類)하다;서로 짝짓다
14370	옹	雝	平	冬	할미새;척령;누그러지다;화하다;늪;푹 삶다;푹 삶은 음식물;시경의 편명
14371	옹	雝	上	腫	막다;막히다
14372	잡	雜	入	合	섞이다;뒤섞이다;뒤얽히다;흩어지다;어지러워지다;얼룩;순수하지 않다;섞다;만나다;모으다;모이다;함께;같이;모두;돌다;갑자기;많다;여러 가지;거칠다;천하다;낮다;남다;낭비;옆;곁;뚫다;장식;가장;아주;단역에 분장한 배우;시의 한 체(體)
14373	추	雛	平	虞	병아리;큰 새
14374	취	雛	去	遇	사람 이름
14375	확	雘	入	藥	진사(辰砂, 질이 좋은 적황색의 찰흙)
14376	호	雘	去	遇	진사(辰砂, 질이 좋은 적황색의 찰흙)
14377	휴	巂	去	霽	제비;두견이;자규(子規);회전;수레바퀴의 한 회전
14378	수	巂	上	紙	고을 이름
14379	난	難	平	寒	어렵다;곤란하다;어려워하다;어려운 사정;고생하다;꺼리어 피하다;새 이름
14380	나	難	平	歌	잎이 무성해지는 모양;액막이 행사
14381	나	難	上	哿	나무가 우거지다
14382	난	難	去	翰	근심;재앙;고통;원수;적;전쟁;다툼;싸움;괴롭히다;거절하다;가로막다;따지다;힐문하다;꾸짖다;힐책하다;힘겹다;까다롭다;문체의 하나
14383	리	離	平	支	떼어 놓다;떨어지다;가르다;끊다;나누다;구별하다;열다;헤어지다;이별하다;떠나가다;틀리다;어긋나다;피하다;잃다;흩어지다;붙다;거치다;지나가다;둘;그물;걸리다;기다리다;분명하다;불[火];해[日];달[月];남쪽;담;근심;큰 거문고;현악기 소리;꾀꼬리;산돌배
14384	치	離	平	支	교룡(蛟龍)
14385	리	離	上	紙	이어지는 모양;팔을 걷어붙이다
14386	리	離	去	寘	떠나가다;과실 이름
14387	려	離	去	霽	나란히 하다;짝하다
14388	잡	雥	入	咸	새가 떼 지어 모이다;떼새;떼 지어 모이다
14389	우	雨	上	麌	비;많은 모양의 비유;흩어지는 모양의 비유;은혜가 두루 미침의 비유;벗;온화한 기운;귀복(龜卜)의 상(象)
14390	우	雨	去	遇	비가 오다;눈이나 싸라기눈이 오다물건이 떨어지다;적시다
14391	설	雪	入	屑	눈;눈이 오다;씻다;더러움을 씻다;누명이나 치욕을 벗다;희다;흰 것의 비유;깨끗하다;결백하다
14392	우	雩	平	虞	기우제;기우제를 지내다;춘추필법;무지개;우무(羽舞);땅 이름
14393	문	雯	平	文	구름무늬;구름이 이루는 아름다운 무늬
14394	방	雱	平	陽	눈이 내리다;눈이 펑펑 쏟아지다;비가 세차게 오다
14395	분	雰	平	文	안개;비나 눈이 오는 모양;어지럽다;기운;서리;먼지;티끌
14396	운	雲	平	文	구름;습기;축축한 기운;높음의 비유;많음의 비유;멂의 비유;구름이 덩이져 보이는 것의 비유;성(盛)함의 비유
14397	령	零	平	靑	조용히 오는 비;떨어지다;비가 오다;이슬이 내리다;영락(零落)하다;풀이 마르다;위에서 떨어지다;우수리;수가 없음;제로(zero)
14398	련	零	平	先	종족 이름
14399	령	零	去	徑	떨어지다
14400	뢰	雷	平	灰	우레;천둥;큰 소리의 형용;사나운 모양의 비유;빠른 모양;한대(漢代)의 제후국;성(姓)
14401	뢰	雷	去	隊	돌을 내리 굴리다;성을 지킬 때 사용하는 무기
14402	립	雴	入	緝	큰비;큰비가 오다
14403	몽	雺	平	東	안개;아지랑이
14404	박	雹	入	覺	누리;우박
14405	앙	雵	共	漾/陽	흰 구름이 피어나다;흰 구름의 모양
14406	전	電	去	霰	번개;빠름의 비유;남에게 대하여 경의를 표하는 말;번쩍이다;전기
14407	수	需	平	虞	구하다;바라다;비가 긋다;기다리다;머뭇거리다;의심하다;기르다;쓰다;사용하다;공급하다;괘 이름
14408	유	需	平	虞	부드럽다;다룸가죽이 부드러운 모양
14409	연	需	上	銑	부드럽다;덜 차다
14410	우	䨕	平	虞	소나기;비가 쏟아지는 모양
14411	우	䨒	去	遇	물소리;흐르는 물소리;오성(五聲)의 하나
14412	조	雿	去	嘯	어둡다
14413	책	雿	入	陌	높고 험한 모양
14414	매	霉	平	灰	매우(梅雨);곰팡이
14415	목	霂	入	屋	가랑비
14416	소	霄	平	蕭	하늘;진눈깨비;태양의 곁에 일어나는 운기(雲氣);밤;구름;꺼지다;다 되다;땅 이름;성(姓)
14417	초	霄	上	篠	닮다
14418	잡	霅	入	洽	번개가 치다;떠들다;시끄럽다;비가 오다;빠르다
14419	합	霅	入	洽	빛나다;빛나는 모양;떠드는 소리
14420	읍	霅	入	緝	빗소리
14421	삽	霅	入	洽	흩어지다;땅 이름
14422	정	霆	共	靑/迥	천둥소리;벼락;번개;떨다;펄럭이다;세차고 빠름의 비유
14423	진	震	去	震	벼락;천둥;떨다;벼락 치다;움직이다;놀라다;두려워하다;성내다;권위를 떨치다;지진;괘 이름;구하다
14424	신	震	平	眞	아이를 배다;성내다
14425	침	霃	平	侵	오래 흐리다
14426	패	霈	去	泰	비가 쏟아지다;비가 억수로 오다;물이 흐르는 모양;큰비;젖다;은택의 비유;성한 모양
14427	곽	霍	入	藥	빠르다;갑자기;푸드덕 나는 소리;작은 산을 둘러싼 큰 산;나라 이름;콩잎
14428	림	霖	平	侵	장마;비가 그치지 않는 모양
14429	비	霏	平	微	눈이 펄펄 내리다;눈이 내리는 모양;조용히 오는 비;연기가 오르는 모양;구름이 나는 모양
